Ortsname                          Breite    Laenge
Stare Czarnowo                    53n16     14e45
Stargard Szczecinski              53n20     15e2
Stargard in Pommern               53n20     15e2
Starnberg                         48n0      11e20
Starosiedle                       51n50     14e50
Stassfurt                         51n51     11e34
Staufen                           47n53     7e44
Staufenberg                       50n40     8e43
Stechow                           52n38     12e28
Stederdorf                        52n21     10e15
Stedten                           51n26     11e41
Stegelitz                         53n8      13e51
Steigra                           51n18     11e39
Steimbke                          52n40     9e22
Stein                             47n59     12e32
Stein bei Nuernberg               49n25     11e1
Stein-Neukirch                    50n41     8e3
Steina                            51n12     14e1
Steinach                          50n25     11e10
Steinach an der Kinzig            48n18     8e4
Steinau                           50n23     9e27
Steinau                           51n25     16e27
Steinbach am Main                 50n1      9e36
Steinbach bei Baden-Baden         48n43     8e10
Steinbach-Hallenberg              50n42     10e34
Steinberg                         48n34     12e35
Steinen                           47n38     7e44
Steinfeld                         50n22     10e44
Steinfeld bei Diepholz            52n35     8e12
Steinforth                        51n9      6e32
Steingaden                        47n42     10e51
Steinhagen                        54n13     12e59
Steinheid                         50n28     11e4
Steinheim                         48n1      10e9
Steinheim am Main                 50n6      8e55
Steinheim an der Murr             48n58     9e16
Steinheim in Westfalen            51n52     9e5
Steinhoefel                       52n24     14e10
Steinhoering                      48n5      12e2
Steinhude                         52n27     9e21
Steinloge                         52n54     8e19
Steinpleis                        50n43     12e23
Steinsdorf                        52n2      14e40
Steinwiesen                       50n17     11e28
Stelle                            53n23     10e6
Stendal                           52n36     11e51
Stenden                           51n25     6e27
Stentrop                          51n30     7e49
Stepahnskirchen                   47n51     12e11
Stepnica                          53n40     14e36
Sternberg                         53n43     11e49
Sternberg in der Neumark          52n20     15e4
Sterup                            54n44     9e44
Stetten am kalten Markt           48n7      9e4
Stettin                           53n24     14e32
Steyerberg                        52n34     9e1
Stiege                            51n40     10e53
Stockach                          47n51     9e0
Stockelsdorf                      53n54     10e38
Stockheim                         50n19     9e1
Stockstadt                        49n48     8e28
Stockum bei Luenen                51n40     7e42
Stockum bei Voerde                51n36     6e39
Stoecken                          53n0      10e40
Stoeckheim bei Braunschweig       52n12     10e31
Stoessen                          51n6      11e55
Stolberg am Harz                  51n34     10e57
Stolberg im Erzgebirge            50n42     12e47
Stolberg im Rheinland             50n46     6e13
Stolp                             54n28     17e1
Stolpe                            52n40     13e16
Stolpmuende                       54n34     16e50
Stolzenau                         52n31     9e4
Storkow Mark                      52n15     13e56
Storkow Vorpommern                53n19     14e17
Stotternheim                      51n3      11e2
Straach                           51n57     12e35
Straberg                          51n5      6e45
Straelen                          51n27     6e16
Stralsund                         54n19     13e5
Strande                           54n26     10e12
Strasburg                         53n30     13e44
Strassgiech                       49n58     11e0
Strasskirchen                     48n50     12e43
Straubing                         48n53     12e34
Strauch                           51n9      6e56
Straupitz                         51n54     14e7
Strausberg                        52n35     13e53
Strausberg-Vorstadt               52n23     13e51
Straussberg                       51n23     10e44
Straussfurt                       51n9      10e59
Strehla                           51n21     13e13
Strehlen                          50n47     17e3
Streitberg                        49n49     11e13
Strelitzalt                       53n20     13e5
Strickherdicke                    51n29     7e43
Striegau                          50n57     16e21
Stroehen                          52n32     8e41
Stroemkendorf                     53n58     11e29
Stromberg Westf.                  51n48     8e12
Stromberg im Hunsrueck            49n57     7e46
Struecklingen                     53n7      7e40
Struemp                           51n17     6e40
Strullendorf                      49n50     10e59
Strzegom                          50n57     16e21
Strzelce Krajenskie               52n53     15e32
Strzelce Opolskie                 50n31     18e19
Strzelin                          50n47     17e3
Stubbenfelde                      54n2      14e1
Stubbenkammer                     54n35     13e40
Stuebbecken                       51n23     7e36
Stuehlingen                       47n44     8e26
Stuelpe                           52n2      13e19
Stuerzelberg                      51n8      6e49
Stuetzengruen                     50n32     12e31
Stuetzerbach                      50n38     10e51
Stuhm                             53n56     19e1
Stuhr                             53n1      8e45
Stukenbrock                       51n54     8e39
Stumpf                            51n6      7e13
Stumsdorf                         51n37     12e3
Stuppach                          49n27     9e44
Stuttgart                         48n46     9e11
Suchan                            53n17     15e19
Sudweyhe                          52n59     8e53
Suechteln                         51n17     6e22
Suederbrarup                      54n38     9e46
Suederluegum                      54n52     8e55
Suedkamen                         51n35     7e39
Suedlengern                       52n11     8e38
Suelfeld                          53n48     10e14
Suelze                            52n46     10e2
Suemmern                          51n25     7e43
Suenching                         48n53     12e21
Suenderup                         54n46     9e27
Suepplingen                       52n14     10e54
Suesel                            54n4      10e43
Suessen                           48n41     9e45
Suhl                              50n37     10e41
Suhlendorf                        52n55     10e46
Sulechow                          52n6      15e37
Sulecin                           52n26     15e8
Sulingen                          52n41     8e47
Sulz                              48n18     7e51
Sulz am Neckar                    48n21     8e37
Sulzbach                          49n18     7e7
Sulzbach am Kocher                48n58     9e50
Sulzbach-Rosenberg                49n30     11e45
Sulzbrunn                         47n42     10e20
Sulzburg                          47n50     7e42
Summt                             52n41     13e22
Sundern                           51n20     8e0
Sundhausen                        50n56     10e40
Sundwig                           51n23     7e47
Surendorf                         54n28     10e4
Surwold                           53n0      7e30
Susz                              53n44     19e20
Suttrop                           51n27     8e22
Svetlogorsk                       54n57     20e10
Svetlyj                           54n41     20e8
Swidnica                          50n51     16e29
Swidwin                           53n47     15e47
Swiebodzice                       50n52     16e19
Swiebodzin                        52n15     15e32
Swierzawa                         51n1      15e54
Swierzno                          53n57     14e59
Swieta                            53n35     14e36
Swinemuende                       53n53     14e14
Swinoujscie                       53n53     14e14
Syke                              50n52     10e31
Szczecin                          53n24     14e32
Szczecinek                        53n43     16e42
Szczytno                          53n34     21e0
Szlichtyngowa                     51n43     16e15
Szprotawa                         51n34     15e33
Sztum                             53n56     19e1
Tabarz                            50n52     10e31
Tacherting                        48n5      12e34
Taennesberg                       49n32     12e20
Tailfingen                        48n15     9e1
Tambach-Dietharz                  50n48     10e36
Tangerhuette                      52n26     11e48
Tangermuende                      52n32     11e58
Tann                              50n38     10e1
Tanna                             50n30     11e51
Tanne                             51n41     10e42
Tannenbergsthal                   50n26     12e27
Tannhausen                        48n59     10e21
Tapiau                            54n39     21e5
Tarmstedt                         53n13     9e4
Tarnewitz                         53n58     11e14
Tarnow                            52n47     14e58
Tarnowskie Gory                   50n27     18e52
Tarp                              54n40     9e23
Tassdorf                          52n30     13e47
Tauberbischofsheim                49n37     9e40
Taucha                            51n23     12e30
Taufkirchen                       48n21     12e8
Taura                             50n55     12e50
Tecklenburg                       52n13     7e48
Tegernsee                         47n43     11e45
Teichroeda                        50n45     11e18
Teichwolframsdorf                 50n43     12e14
Teisendorf                        47n51     12e49
Teisnach                          49n2      13e0
Telgte                            51n59     7e47
Teltow                            52n23     13e16
Tempelburg                        53n34     16e14
Tempelfelde                       52n43     13e43
Templin                           53n7      13e30
Tengen                            47n49     8e40
Tennenbronn                       48n11     8e20
Tente                             51n7      7e11
Termsdorf                         52n16     13e7
Terpe                             51n32     14e19
Teschendorf                       52n51     13e10
Tesperhude                        53n24     10e26
Tessin                            54n1      12e28
Teterow                           53n46     12e34
Tettau                            50n28     11e15
Tettens                           53n38     7e53
Tettnang                          47n40     9e35
Teublitz                          49n13     12e5
Teuchern                          51n7      12e1
Teunz                             49n29     12e23
Teuplitz                          52n8      13e36
Teuplitz                          51n41     14e50
Teuschnitz                        50n24     11e23
Teutleben                         50n57     10e33
Teutschenthal                     51n27     11e46
Thal                              50n55     10e23
Thalfang                          49n45     6e59
Thalheim Erzgebirge               50n42     12e51
Thalheim in Mittelfranken         49n28     11e33
Thalitter                         51n13     8e53
Thallwitz                         51n26     12e40
Thalmaessing                      49n5      11e13
Thambach                          48n25     12e32
Thannhausen                       48n17     10e28
Tharandt                          50n59     13e35
Thedinghausen                     52n58     9e1
Theessen                          52n14     12e2
Theissen                          51n5      12e6
Themar                            50n30     10e37
Theuern                           49n22     11e55
Thiendorf                         51n17     13e44
Thier                             51n5      7e22
Thierhaupten                      48n34     10e54
Thiersheim                        50n4      12e7
Thiessow                          54n16     13e43
Tholey                            49n29     7e2
Thuengen                          49n56     9e51
Thuerkow                          53n50     12e33
Thum                              50n40     12e57
Thumby                            54n35     9e54
Tiefenbach                        49n26     12e35
Tiefenbroich                      51n18     6e49
Tiengen                           47n38     8e16
Tietzow                           52n43     12e56
Tilsit                            55n5      21e53
Timir'azevo                       55n5      21e37
Timmendorfer Strand               54n0      10e46
Tirschenreuth                     49n53     12e21
Tirschtiegel                      52n23     15e52
Titisee-Neustadt                  47n54     8e13
Titting                           49n0      11e13
Tittling                          48n44     13e23
Tittmoning                        48n4      12e46
Titz                              51n1      6e25
Todtenhausen                      52n20     8e56
Todtmoos                          47n44     8e0
Todtmoos Au                       47n42     7e58
Todtnau                           47n50     7e56
Toeging am Inn                    48n15     12e35
Toenisberg                        51n25     6e30
Toenisheide                       51n19     7e3
Toenisvort                        51n19     6e29
Toenning                          54n19     8e56
Toensholt                         51n38     6e58
Toepchin                          52n10     13e24
Toepen                            50n23     11e52
Tolkmicko                         54n20     19e31
Torgau                            51n34     13e0
Torgelow                          53n37     14e0
Tornesch                          53n41     9e43
Torzym                            52n20     15e4
Tossens                           53n34     8e16
Tost                              50n28     18e32
Tostedt                           53n17     9e42
Toszek                            50n28     18e32
Traben-Trarbach                   49n57     7e6
Trachenberg                       51n29     16e55
Trappenkamp                       54n3      10e16
Trasching                         49n9      12e28
Trassem                           49n34     6e31
Trasslberg                        49n29     11e50
Trauchgau                         47n38     10e49
Traunreut                         47n56     12e35
Traunstein                        47n52     12e38
Traunwalchen                      47n56     12e36
Trautenstein                      51n41     10e43
Trebatsch                         52n5      14e9
Trebbin                           52n13     13e13
Trebel                            52n59     11e20
Trebitz                           51n45     12e44
Trebnitz                          51n19     17e3
Trebsen                           51n17     12e45
Treffurt                          51n8      10e14
Treia                             54n30     9e17
Treis                             50n10     7e17
Trempen                           54n27     21e50
Tremsbuettel                      53n44     10e18
Trendelbeurg                      51n34     9e25
Trent                             54n31     13e15
Treptow an der Rega               54n4      15e14
Treuburg                          54n3      22e30
Treuchtlingen                     48n57     10e54
Treuen                            50n32     12e18
Treuenbrietzen                    52n6      12e52
Treysa                            50n55     9e11
Triberg                           48n8      8e13
Tribsees                          54n5      12e45
Triebes                           50n41     12e1
Trieching                         48n45     12e40
Triepkendorf                      53n17     13e20
Trier                             49n45     6e38
Triftern                          48n24     13e1
Triglitz                          53n12     12e5
Triptis                           50n44     11e52
Trittau                           53n37     6e54
Trochtelfingen                    48n18     9e14
Troeglitz                         51n4      12e11
Troisdorf                         50n49     7e8
Trossingen                        48n4      8e38
Trostberg                         48n1      12e32
Trusetal                          50n47     10e25
Trzcianksa                        53n3      16e28
Trzciel                           52n23     15e52
Trzcinsko-Zdroj                   52n58     14e35
Trzebiatow                        54n4      15e14
Trzebiel                          51n37     14e50
Trzebiez                          53n42     14e31
Trzebnica                         51n19     17e3
Trzesacz                          54n5      14e58
Tschernitz                        51n35     14e37
Tucheim                           52n17     12e11
Tuebingen                         48n31     9e2
Tuechen                           53n4      12e5
Tuendern                          52n4      9e22
Tuerkheim                         48n3      10e38
Tuessling                         48n13     12e36
Tuntenhausen                      47n56     12e1
Tuplice                           51n41     14e50
Tuttlingen                        47n59     8e49
Tutzing                           47n54     11e17
Twardogora                        51n22     17e28
Twist                             52n38     7e3
Twistringen                       52n48     8e38
Tychy                             50n9      18e59
Uchte                             52n30     8e54
Uchtspringe                       52n32     11e36
Uckro                             51n51     13e37
Uder                              51n22     10e5
Uebach-Palenberg                  50n55     6e7
Ueberlingen                       47n46     9e10
Uebersee                          47n49     12e28
Uebigau                           51n35     13e18
Ueckeritz                         54n0      14e2
Ueckermuende                      53n44     14e3
Uedem                             51n40     6e16
Uehlfeld                          49n40     10e43
Uehlingen                         47n43     8e19
Uelsen                            52n30     6e53
Uelzen                            52n58     10e33
Uelzen ueber Unna                 51n33     7e44
Uendersdorf                       50n9      6e49
Uerzig                            49n59     7e1
Uetersen                          53n41     9e39
Uetterlingsen                     51n15     7e45
Uettingen                         49n48     9e43
Uetz                              52n28     12e56
Uetze                             52n28     10e11
Uffenheim                         49n32     10e14
Uhingen                           48n42     9e35
Uhlstaedt                         50n44     11e28
Uhyst ueber Bischofswerda         51n11     14e13
Uhyst ueber Hoyerswerda           51n24     14e30
Ujazd                             50n24     18e22
Ujscie                            53n4      16e43
Ulm                               48n24     10e0
Ulmeu-Meisereich                  50n13     6e58
Ulrichstein                       50n34     9e11
Ummanz                            54n28     13e10
Ummeln                            51n58     8e27
Ummendorf                         52n9      11e11
Umpferstedt                       50n59     11e25
Unkel                             50n35     7e13
Unna                              51n32     7e41
Unseburg                          51n56     11e30
Unsleben                          50n22     10e15
Unterbach                         51n12     6e45
Unterelchingen                    48n27     10e7
Unterfoehring                     48n12     11e38
Untergermaringen                  47n56     10e40
Unterglottertal                   48n3      7e56
Untergriesbach                    48n35     13e40
Untergroeningen                   48n55     9e53
Untergruene                       51n22     7e39
Unterhaching                      48n4      11e38
Unterhausen                       48n26     9e16
Unterjettenberg                   47n41     12e49
Unterluess                        52n50     10e17
Untermuenkheim                    49n9      9e44
Untermuenstertal                  47n51     7e46
Unterneuses                       50n5      10e58
Unteroewisheim                    49n8      8e40
Unterschwaningen                  49n4      10e37
Unterthingau                      47n46     10e31
Unteruhldingen                    47n43     9e14
Unterweissbach                    50n37     11e10
Unterwellenborn                   50n39     11e26
Unterwoessen                      47n44     12e27
Upgant-Schott                     53n30     7e16
Uphusen                           53n1      8e58
Urach                             48n29     9e23
Urad                              52n15     14e45
Urbach                            50n53     7e5
Ursensollen                       49n24     11e46
Urspring                          48n33     9e53
Usadel                            53n26     13e11
Usedom                            53n52     13e55
Usingen                           50n20     8e32
Uslar                             51n39     9e38
Ustka                             54n35     16e50
Utersum                           54n43     8e24
Utfort                            51n28     6e38
Uttenweiler                       48n9      9e36
Utting                            48n2      11e5
Vacha                             50n50     10e1
Vaihingen an der Enz              48n56     8e58
Vaihingen auf den Fildern         48n44     9e7
Valbert                           51n7      7e44
Valdorf                           52n9      8e51
Valepp                            47n37     11e53
Vallendar                         50n24     7e37
Varel                             53n22     8e10
Vechelde                          52n16     10e22
Vechta                            52n43     8e16
Veckerhagen                       51n30     9e25
Veen                              51n37     6e27
Veert                             51n33     6e17
Vehlefanz                         52n43     13e6
Veitsbronn                        49n31     10e53
Veitshoechheim                    49n50     9e52
Velbert                           51n20     7e2
Velburg                           49n37     11e41
Velden Mittelfranken              49n37     11e31
Velden an der Vil                 48n19     12e16
Velen                             51n53     6e59
Velgast                           54n16     12e48
Vellberg                          49n5      9e53
Vellmar                           51n21     9e28
Velmede                           51n21     8e22
Velpke                            52n24     10e56
Velten                            52n41     13e10
Veltheim                          52n11     8e58
Verden                            52n55     9e13
Veringstadt                       48n11     9e12
Verl bei Senne I                  51n53     8e31
Verne                             51n41     8e34
Versmold                          52n2      8e9
Vetschau                          51n47     14e4
Victorbur                         53n29     7e20
Viecht                            48n30     12e4
Viechtach                         49n5      12e53
Viehhausen                        48n59     11e58
Vielank                           53n15     11e8
Vielsdorf                         50n24     10e48
Vienenburg                        51n57     10e34
Viereck                           53n32     14e2
Viernau                           50n40     10e32
Viernheim                         49n32     8e34
Vierraden                         53n6      14e17
Viersen                           51n15     6e23
Viesecke                          53n1      12e1
Vieselbach                        51n0      11e8
Vietgest                          53n45     12e20
Vietz                             52n40     14e55
Villigst                          51n26     7e35
Villingen-Schwenningen            48n4      8e28
Vilmnitz                          54n21     13e31
Vilsbiburg                        48n27     12e12
Vilseck                           49n37     11e48
Vilsheim                          48n27     12e7
Vilshofen                         49n39     13e12
Vilzing                           49n11     12e41
Vinnhorst                         52n25     9e43
Vinnum                            51n41     7e24
Vinzelberg                        52n33     11e40
Vipperow                          53n19     12e41
Virneburg                         50n20     7e4
Visbek                            52n48     8e19
Visselhoevede                     52n59     9e35
Vitte                             54n34     13e6
Vlatten                           50n39     6e32
Vlotho                            52n10     8e51
Vluyn                             51n26     6e32
Voehrenbach                       48n2      8e18
Voehringen Wuertt.                48n20     8e40
Voehringen an der Iller           48n16     10e4
Voehrum                           52n20     10e10
Voelklingen                       49n15     6e50
Voelksen                          52n13     9e37
Voelpke                           52n8      11e9
Voerde im Rheinland               51n35     6e41
Voerde ueber Ennepetal            51n18     7e24
Voerden                           52n28     8e5
Voesch                            51n24     6e26
Vogelsang am Ruhrstausee          50n36     6e27
Vogelsang bei Ueckermuende        53n43     14e9
Vohburg an der Donau              48n46     11e37
Vohenstrauss                      49n37     12e21
Volkach                           49n52     10e13
Volkmarsen                        51n24     9e7
Vollersode                        53n18     8e56
Vollme                            51n10     7e36
Volmarstein                       51n22     7e23
Vorbach                           49n49     11e45
Vorderriss                        47n33     11e26
Vorhelm                           51n48     7e56
Vormholz                          51n24     7e18
Vornbach                          48n29     13e27
Vorra                             49n33     11e30
Vorsfelde                         52n26     10e49
Vorst                             51n18     6e25
Voslapp                           53n36     8e5
Voxtrup                           52n14     8e7
Vreden                            52n2      6e52
Waabs                             54n32     9e58
Waakirchen                        47n46     11e40
Waal                              48n0      10e46
Wabern                            51n6      9e20
Wachenheim                        49n26     8e10
Wachenzell                        48n58     11e14
Wachtendonk                       51n24     6e20
Wackersdorf                       49n19     12e11
Wadersloh                         51n44     8e15
Waechtersbach                     50n15     9e17
Waeschenbeuren                    48n46     9e41
Wagenfeld-Hasslingern             52n33     8e34
Wagingam See                      47n56     12e43
Wahlen                            49n37     8e51
Wahlstedt                         53n57     10e12
Wahn                              50n52     7e5
Wahrenbrueck                      51n33     13e22
Wahrenholz                        52n36     10e36
Waiblingen                        48n50     9e19
Waibstadt                         49n18     8e54
Walbeck                           51n30     6e15
Walbrzych                         50n46     16e17
Walchensee                        47n35     11e19
Walcz                             53n17     16e28
Walda                             48n37     11e6
Waldangelloch                     49n12     8e47
Waldboeckelheim                   49n49     7e43
Waldbroel                         50n53     7e37
Waldburg                          47n45     9e43
Waldeck in Hessen                 51n12     9e4
Waldeck in der Oberpfalz          49n52     11e57
Waldenbuch                        48n38     9e7
Waldenburg                        50n52     12e36
Waldenburg                        50n46     16e17
Waldershof                        49n59     12e4
Waldfischbach                     49n17     7e40
Waldheim                          51n4      13e1
Waldkirch                         48n5      7e57
Waldkirchen                       48n44     13e37
Waldkoppel                        51n8      9e52
Waldkraiburg                      48n12     12e28
Waldmuenchen                      49n23     12e43
Waldsassen                        50n0      12e18
Waldshut                          47n37     8e13
Waldthurn                         49n40     12e20
Walheim                           50n42     6e10
Walkenried                        51n35     10e37
Wallach                           51n35     6e34
Wallau                            50n56     8e28
Walldorf                          50n36     10e23
Walldorf in Baden                 49n18     8e38
Wallduern                         49n35     9e22
Wallenfels                        48n44     12e45
Wallerstein                       48n53     10e28
Wallgau                           47n31     11e16
Wallmerod                         50n29     7e56
Wallsbuell                        52n47     9e14
Wallstawe                         52n47     11e1
Walschleben                       51n4      10e56
Walsrode                          52n52     9e35
Walsum                            51n32     6e41
Waltenhofen                       47n40     10e17
Waltersdorf bei Zittau            50n52     14e38
Waltersdorf ueber koenigs Wusterha52n22     13e35
Waltershausen                     50n53     10e33
Waltershofen                      47n46     9e55
Waltrop                           51n37     7e23
Walze                             51n16     7e31
Wanderup                          54n41     9e20
Wandhofen                         51n26     7e33
Wandlitz                          52n45     13e26
Wanfried                          51n10     10e10
Wangels                           54n16     10e45
Wangen                            48n1      11e24
Wangen im Allgaeu                 47n41     9e50
Wangerin                          53n32     15e33
Wangersen                         53n22     9e25
Wankendorf                        54n7      10e13
Wankum                            51n24     6e20
Wanna                             53n44     8e46
Wanne-Eickel                      51n32     7e9
Wansdorf                          52n38     13e5
Wansen                            50n49     17e11
Wanzleben                         52n3      11e26
Warburg                           51n29     9e8
Wardenburg                        53n4      8e11
Warder                            53n59     10e22
Wardt                             51n41     6e25
Waren                             53n31     12e40
Warendorf                         51n57     7e59
Warin                             53n48     11e42
Warmensteinach                    49n59     11e47
Warnemuende                       54n10     12e4
Warngau                           47n50     11e41
Warnicken                         54n57     20e2
Warnkenhagen                      54n0      11e4
Warrenzin                         53n54     12e57
Warsingsfehn                      53n20     7e28
Warstein                          51n26     8e21
Wartenberg                        48n24     11e59
Wartin                            53n15     14e9
Warza                             51n0      10e41
Wasosz                            51n34     16e42
Wassenberg                        51n6      6e8
Wasseralfingen                    48n52     10e6
Wasserburg am Inn                 48n4      12e13
Wasserkurl                        51n33     7e38
Wasserleben                       51n55     10e44
Wassertruedingen                  49n2      10e35
Wassmannsdorf                     52n22     13e28
Wasungen                          50n40     10e22
Wathlingen                        52n32     10e9
Wattenscheid                      51n29     7e8
Waxweiler                         50n5      6e22
Webau                             51n10     12e4
Weben                             52n52     11e58
Webling                           48n17     11e25
Wechmar                           50n53     10e47
Wechselburg                       51n0      12e47
Weddinghofen                      51n36     7e37
Wedel                             53n35     9e41
Weende                            51n33     9e55
Weener                            53n10     7e21
Weesby                            54n50     9e8
Weesow                            52n39     13e43
Weetfeld                          51n38     7e49
Weeze                             51n37     6e12
Wefensleben                       52n11     11e9
Weferlingen                       52n19     11e2
Wegberg                           51n8      6e16
Wegeleben                         51n53     11e10
Wegendorf                         52n36     13e45
Wegenstedt                        52n23     11e11
Wegeringhausen                    51n2      7e45
Wegliniec                         51n17     15e13
Wegorzewo                         54n14     21e44
Wegorzyno                         53n32     15e33
Wegscheid                         48n36     13e48
Wehdel                            53n30     8e47
Wehr                              47n37     7e54
Wehrsdorf                         51n3      14e22
Weichshofen                       48n43     12e26
Weida                             50n45     12e4
Weiden in der Oberpfalz           49n41     12e10
Weidenberg                        49n57     11e43
Weidenstetten                     48n33     9e59
Weidhausen                        50n12     11e8
Weiding                           49n16     12e46
Weihmichl                         48n36     12e3
Weikersheim                       49n29     9e54
Weil am Rhein                     47n37     7e38
Weilbach                          50n3      8e26
Weilburg                          50n29     8e15
Weiler                            47n36     9e55
Weilerbach                        49n29     7e37
Weilerswist                       50n45     6e50
Weilheim                          47n50     11e8
Weilheim an der Teck              48n37     9e32
Weilmuenster                      50n26     8e22
Weimar                            50n59     11e19
Weimar Krs. Kassel                51n22     9e23
Weinboehla                        51n10     13e34
Weingarten in Baden               49n5      8e31
Weingarten in Wuertt.             47n48     9e38
Weinheim                          49n33     8e39
Weinsberg                         49n10     9e17
Weischlitz                        50n26     12e2
Weisendorf                        49n37     10e49
Weismain                          50n5      11e14
Weissach am Tegernsee             47n41     11e45
Weissach in Wuertt.               48n50     8e55
Weissenberg                       51n11     14e40
Weissenbrunn                      50n12     11e20
Weissenburg in Bayern             49n1      10e58
Weissenfels                       51n12     11e58
Weissenhorn                       48n18     10e9
Weissensee                        51n11     11e4
Weissenstadt                      50n6      11e53
Weissenstein                      48n42     9e53
Weissenthurm                      50n24     7e27
Weissig                           51n5      13e52
Weisswasser                       51n30     14e38
Weisweiler                        50n50     6e19
Weitendorf                        53n54     12e16
Weitin                            53n34     13e12
Weitnau                           47n38     10e7
Weitzgrund                        52n11     12e32
Weixdorf                          51n9      13e48
Welden                            48n27     10e40
Wellaune                          51n34     12e33
Wellerode                         51n14     9e34
Wellheim                          48n48     11e6
Welmen                            51n39     6e41
Welschbillig                      49n51     6e34
Welsickendorf                     51n54     13e8
Welsleben                         52n0      11e38
Weltenburg                        48n54     11e50
Welzheim                          48n53     9e38
Welzow                            51n34     14e10
Wemding                           48n52     10e43
Wemmetsweiler                     49n22     7e5
Wendelsheim                       49n46     7e59
Wendelstein                       49n21     11e8
Wenden                            52n19     10e30
Wendisch Baggendorf               54n4      12e56
Wendisch Rietz                    52n13     14e1
Wendlingen am Neckar              48n40     9e23
Weng                              48n40     12e23
Wengen                            47n41     10e9
Wengern                           51n24     7e21
Wennigsen                         52n16     9e34
Wensickendorf                     52n45     13e23
Wentorf                           53n30     10e15
Wenzenbach                        49n5      12e12
Werbellin                         52n53     13e41
Werdau                            50n44     12e22
Werder                            52n23     12e56
Werdohl                           51n15     7e45
Werkel                            51n9      9e18
Werl                              51n33     7e54
Werl-Aspe                         52n4      8e43
Werlabrugdorf                     52n4      10e31
Werleshausen                      51n19     9e54
Werlte                            52n51     7e41
Wermelskirchen                    51n8      7e13
Wermsdorf                         51n17     12e56
Wernau                            48n41     9e25
Wernberg                          49n32     12e10
Werne an der Lippe                51n40     7e38
Werneck                           49n59     10e5
Werneuchen                        52n38     13e44
Wernigerode                       51n50     10e47
Wernitz                           52n34     12e55
Wernsdorf                         52n22     13e43
Wernshausen                       50n43     10e21
Werries                           51n41     7e53
Werschweiler                      49n27     7e13
Wersen                            52n18     7e56
Wertach                           47n36     10e25
Wertheim                          49n46     9e31
Werther                           51n29     10e46
Werther in Westf.                 52n4      8e24
Wertingen                         48n34     10e41
Weseke                            51n54     6e51
Wesel                             51n40     6e38
Wesenberg                         53n17     12e58
Wesendahl                         52n36     13e49
Wesendorf                         52n35     10e31
Wesermuende                       53n32     8e33
Wesseling                         50n49     6e58
Wessobrunn                        47n52     11e1
Wessum                            52n5      6e58
West-Berlin                       52n29     13e21
Westbevern                        52n1      7e47
Westende                          51n25     7e24
Westenholz                        51n45     8e28
Westerboenen                      51n36     7e46
Westerburg                        50n33     7e58
Westercelle                       52n36     10e5
Westeregeln                       51n57     11e23
Westerhausen                      51n48     11e3
Westerholt                        51n36     7e5
Westerkappeln                     52n18     7e52
Westerland                        54n54     8e18
Westerstede                       53n15     7e55
Westhausen                        48n53     10e11
Westheim                          49n3      9e44
Westherrmerde                     51n33     7e47
Westhofen                         51n25     7e31
Westick                           51n35     7e38
Westig                            51n22     7e45
Westkirchen                       51n53     8e2
Westkoennen                       51n33     7e58
Westrhauderfehn                   53n8      7e34
Wethau                            51n8      11e52
Wethmar                           51n37     7e33
Wetten                            51n34     6e17
Wetter Ruhr                       51n23     7e23
Wetter in Hessen                  50n54     8e43
Wettin                            51n35     11e48
Wettringen                        52n12     7e19
Wetzlar                           50n33     8e29
Wevelinghoven                     51n6      6e37
Wewelsfleth                       53n50     9e24
Wewer                             51n41     8e42
Weyarn                            47n51     11e48
Weyhausen                         52n47     10e23
Wiazow                            50n49     17e11
Wickede                           51n29     7e52
Wickrath                          51n7      6e24
Widdern                           49n19     9e25
Widuchowa                         53n10     14e25
Wiebelskirchen                    49n22     7e11
Wieck                             54n6      13e26
Wieda                             51n38     10e34
Wiederitzsch                      51n24     12e22
Wiefelstede                       53n15     8e7
Wiehe                             51n16     11e25
Wiehl                             50n57     7e31
Wiek                              54n37     13e17
Wielen5                           52n54     16e10
Wienhausen                        52n35     10e11
Wiepke                            52n36     11e20
Wieren                            52n53     10e39
Wiesa                             50n36     13e1
Wiesau                            49n55     12e11
Wiesbaden                         50n5      8e14
Wiesede                           53n27     7e46
Wiesenburg                        52n7      12e26
Wiesenfeld                        51n16     10e6
Wiesenfelden                      49n2      12e32
Wiesensteig                       48n34     9e37
Wiesenthal                        49n14     8e31
Wiesentheid                       49n47     10e20
Wiesloch                          49n17     8e42
Wiesmoor                          53n25     7e43
Wietmarschen                      52n31     7e7
Wietze                            52n39     9e50
Wietzen                           52n43     9e4
Wiggensbach                       47n44     10e14
Wildau                            52n19     13e38
Wildbad im Schwarzwald            48n45     8e32
Wildberg                          52n52     12e37
Wildemann                         51n49     10e17
Wildenbruch                       52n17     12e35
Wildenranna                       48n35     13e44
Wildenthal                        50n27     12e37
Wildeshausen                      52n54     8e26
Wildflecken                       50n23     9e54
Wilferdingen                      48n56     8e35
Wilgersdorf                       50n49     8e9
Wilhelm-Pieck-Stadt Guben         51n57     14e43
Wilhelmshaven                     53n31     8e8
Wilhelmshorst                     52n19     13e3
Wilkau-Hasslau                    50n40     12e31
Willebadessen                     51n37     9e2
Willerwalde                       54n7      13e8
Willich                           51n16     6e33
Willingen                         51n17     8e37
Willmersdorf                      52n40     13e41
Wilsdruff                         51n5      13e32
